time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-25T05:13:32.170Z,41.5,-112.1718333,6.87,2.79,ml,36,70,0.1078,0.19,uu,uu60530292,2023-01-27T07:24:40.818Z,"7 km SW of Corinne, Utah",earthquake,0.34,0.74,0.15,14,reviewed,uu,uu
2023-01-25T04:48:06.735Z,-26.3612,-71.3386,19.321,4.3,mb,28,172,0.698,0.85,us,us6000jj2x,2023-01-26T00:30:10.040Z,"128 km W of Diego de Almagro, Chile",earthquake,5.24,2.962,0.306,3,reviewed,us,us
2023-01-25T04:36:25.080Z,18.43,-66.3895,112,3.68,md,18,182,0.1477,0.15,pr,pr2023025000,2023-01-26T01:28:09.040Z,"1 km S of Vega Baja, Puerto Rico",earthquake,1.22,0.67,0.04,15,reviewed,pr,pr
2023-01-25T03:57:48.845Z,56.3377,114.3667,10,4,mb,13,62,7.79,0.18,us,us6000jj2v,2023-01-25T23:57:20.040Z,"33 km W of Taksimo, Russia",earthquake,8.1,1.954,0.211,6,reviewed,us,us
2023-01-25T03:35:20.562Z,9.2148,126.5496,35,4.6,mb,50,129,2.338,0.93,us,us6000jj2r,2023-01-25T23:46:56.040Z,"40 km E of Cortes, Philippines",earthquake,8.23,1.924,0.087,40,reviewed,us,us
2023-01-25T01:47:20.640Z,40.5713333,-124.2338333,9.23,2.53,md,32,83,0.02323,0.14,nc,nc73836866,2023-01-27T01:09:15.104Z,"3km ESE of Ferndale, CA",earthquake,0.22,0.41,0.123,38,reviewed,nc,nc
2023-01-25T01:15:27.870Z,59.0989,-153.6504,101.3,3.1,ml,,,,0.55,ak,ak02315d4dt4,2023-01-26T01:22:06.040Z,"70 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-01-25T01:12:51.415Z,34.7861,14.2138,10,4.1,mb,31,184,5.352,0.67,us,us6000jj2f,2023-01-25T23:38:51.469Z,"118 km SSW of Żurrieq, Malta",earthquake,10.58,1.989,0.173,9,reviewed,us,us
2023-01-25T01:00:48.872Z,37.5881,141.6819,45.602,4.8,mwr,90,98,2.968,0.67,us,us6000jj1u,2023-01-26T12:02:10.489Z,"61 km E of Namie, Japan",earthquake,7.55,5.092,0.073,18,reviewed,us,us
2023-01-25T00:51:39.960Z,19.2691669464111,-155.411163330078,32.8699989318848,2.5,ml,48,166,,0.109999999,hv,hv73312127,2023-01-25T00:57:15.010Z,"10 km NE of Pāhala, Hawaii",earthquake,0.52,0.560000002,3.82,9,automatic,hv,hv
2023-01-24T23:35:54.690Z,18.8646666666667,-65.3465,11.06,3.18,md,16,246,0.5575,0.17,pr,pr71394323,2023-01-24T23:50:31.690Z,"62 km N of Culebra, Puerto Rico",earthquake,1.39,1.73,0.083584793788233,15,reviewed,pr,pr
2023-01-24T22:54:58.121Z,27.9123,139.453,507.551,4.6,mb,79,105,5.195,0.64,us,us6000jj1l,2023-01-24T23:09:09.040Z,"Bonin Islands, Japan region",earthquake,10.13,6.14,0.058,89,reviewed,us,us
2023-01-24T20:33:56.557Z,31.68213056,-104.394701,6.131567383,2.6,ml,25,56,0.04107918492,0.2,tx,tx2023brpj,2023-01-25T15:10:20.281Z,"54 km S of Whites City, New Mexico",earthquake,1.091521615,0.9244929366,0.1,13,reviewed,tx,tx
2023-01-24T20:25:34.729Z,34.8994,14.3274,10,5.3,mww,127,70,5.221,0.57,us,us6000jj05,2023-01-27T18:28:42.471Z,"104 km S of Żurrieq, Malta",earthquake,8.2,1.842,0.036,76,reviewed,us,us
2023-01-24T20:17:57.728Z,3.1707,127.0414,28.893,5.3,mb,157,50,2.405,1.04,us,us6000jj00,2023-01-27T18:12:57.644Z,"192 km NW of Tobelo, Indonesia",earthquake,6.36,3.805,0.042,199,reviewed,us,us
2023-01-24T20:14:21.029Z,31.66936265,-104.378976,6.131567383,2.8,ml,25,69,0.04711596981,0.2,tx,tx2023brot,2023-01-24T20:38:44.079Z,"56 km S of Whites City, New Mexico",earthquake,1.092868324,0.8712764319,0.1,13,reviewed,tx,tx
2023-01-24T20:12:55.847Z,2.9579,127.2868,40.251,4.5,mb,46,72,2.173,0.76,us,us6000jizz,2023-01-24T22:57:20.040Z,"157 km NNW of Tobelo, Indonesia",earthquake,7.71,6.44,0.093,39,reviewed,us,us
2023-01-24T20:08:48.943Z,31.6676906,-104.3889197,7.391259766,2.7,ml,15,69,0.03851600967,0.2,tx,tx2023brok,2023-01-25T09:14:52.533Z,"western Texas",earthquake,0.9342946157,0.9961249776999999,0.1,25,reviewed,tx,tx
2023-01-24T19:57:04.255Z,31.67159174,-104.3897618,6.131567383,3.5,ml,19,57,0.03919691074,0.2,tx,tx2023brob,2023-01-25T20:01:09.094Z,"55 km S of Whites City, New Mexico",earthquake,0.9973028217,1.160193788,0.1,19,reviewed,tx,tx
2023-01-24T19:25:40.572Z,2.999,127.0786,52.052,4.4,mb,48,108,2.231,1.05,us,us6000jizd,2023-01-24T22:16:41.040Z,"174 km NW of Tobelo, Indonesia",earthquake,6.48,7.356,0.094,37,reviewed,us,us
2023-01-24T19:08:29.504Z,-21.6237,-68.4797,121.452,4.5,mb,52,36,0.729,1.12,us,us6000jiz1,2023-01-24T19:56:16.040Z,"102 km NNE of Calama, Chile",earthquake,4.02,6.104,0.084,47,reviewed,us,us
2023-01-24T18:37:00.133Z,-26.7346,-63.118,596.117,6.4,mww,282,16,5.2,0.69,us,us6000jiyj,2023-01-27T17:24:19.497Z,"31 km WSW of Campo Gallo, Argentina",earthquake,7.65,2.796,0.035,79,reviewed,us,us
2023-01-24T18:20:03.730Z,40.4476667,-124.0195,23.54,2.69,md,31,34,0.08307,0.14,nc,nc73836746,2023-01-25T01:50:15.472Z,"9km SE of Rio Dell, CA",earthquake,0.32,0.49,0.097,42,reviewed,nc,nc
2023-01-24T16:56:19.490Z,19.1749992370605,-155.499664306641,34.25,2.47,ml,42,153,,0.150000006,hv,hv73311792,2023-01-24T17:01:50.930Z,"3 km SW of Pāhala, Hawaii",earthquake,0.54,0.769999981,3.09,15,automatic,hv,hv
2023-01-24T16:10:15.889Z,3.5382,128.5469,10,5.2,mww,71,83,2.99,0.63,us,us6000jiy0,2023-01-24T16:31:21.040Z,"208 km NNE of Tobelo, Indonesia",earthquake,7.96,1.878,0.078,16,reviewed,us,us
2023-01-24T15:57:08.550Z,50.0876,142.5264,10,4.5,mb,78,103,3.135,0.48,us,us6000jixw,2023-01-24T16:25:21.040Z,"44 km NNW of Smirnykh, Russia",earthquake,10.01,1.83,0.071,59,reviewed,us,us
2023-01-24T15:30:01.067Z,60.2295,-151.613,60.1,2.6,ml,,,,0.39,ak,ak02313y09hm,2023-01-25T03:01:13.514Z,"12 km W of Clam Gulch, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-01-24T13:55:02.028Z,60.815,-151.6609,71.9,2.6,ml,,,,0.48,ak,ak02313wyr96,2023-01-25T02:59:57.407Z,"24 km NW of Nikiski, Alaska",earthquake,,1.1,,,automatic,ak,ak
2023-01-24T13:11:21.953Z,3.0692,126.9846,35,4.9,mb,74,104,2.314,0.76,us,us6000jiwc,2023-01-24T13:46:35.040Z,"187 km NW of Tobelo, Indonesia",earthquake,8.16,1.808,0.063,79,reviewed,us,us
2023-01-24T13:07:04.210Z,60.9904,-150.9893,11.7,3.3,ml,,,,0.64,ak,ak02313woh1x,2023-01-25T13:10:53.801Z,"11 km SE of Tyonek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-01-24T12:27:22.450Z,19.2801,-64.39,36,3.82,md,10,322,1.0869,0.34,pr,pr2023024000,2023-01-24T14:36:12.040Z,"113 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,4.059,21.26,0.21,7,reviewed,pr,pr
2023-01-24T12:08:10.840Z,19.025333404541,-155.404998779297,32.310001373291,2.56,ml,41,211,,0.159999996,hv,hv73311597,2023-01-24T16:45:55.040Z,"18 km ESE of Naalehu, Hawaii",earthquake,0.64,1.20000005,3.25,5,automatic,hv,hv
2023-01-24T12:06:34.119Z,2.8233,127.0129,35,4.5,mb,49,105,2.068,0.67,us,us6000jiw4,2023-01-24T14:21:05.040Z,"164 km NW of Tobelo, Indonesia",earthquake,9.17,1.908,0.09,36,reviewed,us,us
2023-01-24T11:57:52.254Z,52.532,160.2688,35,4.4,mb,30,167,1.1,0.61,us,us6000jiw2,2023-01-24T12:22:09.040Z,"125 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,10.51,1.987,0.12,20,reviewed,us,us
2023-01-24T11:23:08.350Z,-21.3068,-68.3886,118.147,4.6,mwr,81,35,1.058,0.62,us,us6000jivz,2023-01-24T11:58:36.040Z,"138 km NNE of Calama, Chile",earthquake,5.52,6.125,,,reviewed,us,guc
2023-01-24T11:18:45.880Z,18.2571666666667,-67.4043333333333,13.4,3.06,md,15,205,0.1452,0.27,pr,pr71394233,2023-01-24T11:54:27.910Z,"Mona Passage",earthquake,0.84,0.59,0.0654109547451767,5,reviewed,pr,pr
2023-01-24T11:08:10.068Z,2.8408,127.2582,35,4.7,mb,47,84,2.058,0.33,us,us6000jivy,2023-01-24T12:41:48.040Z,"148 km NW of Tobelo, Indonesia",earthquake,4.48,1.878,0.089,38,reviewed,us,us
2023-01-24T09:58:51.620Z,19.0348339080811,-155.414505004883,35.2900009155273,3.15,ml,50,208,,0.129999995,hv,hv73311482,2023-01-25T10:00:36.423Z,"17 km ESE of Naalehu, Hawaii",earthquake,0.57,0.930000007,3.4,30,automatic,hv,hv
2023-01-24T09:52:54.610Z,19.0543327331543,-155.40966796875,34.7400016784668,2.68,ml,46,202,,0.140000001,hv,hv73311477,2023-01-24T16:35:32.040Z,"17 km E of Naalehu, Hawaii",earthquake,0.62,1.00999999,2.26,11,automatic,hv,hv
2023-01-24T09:17:32.440Z,17.968,-65.3503333333333,33.79,2.74,md,8,160,0.1917,0.14,pr,pr71394218,2023-01-24T09:49:34.340Z,"19 km SE of Esperanza, Puerto Rico",earthquake,0.92,1.35,0.0416122496742126,4,reviewed,pr,pr
2023-01-24T08:58:32.284Z,29.5974,81.6522,25.227,5.6,mb,105,39,3.655,0.64,us,us6000jivm,2023-01-27T04:20:40.414Z,"Nepal",earthquake,7.92,4.58,0.036,266,reviewed,us,us
2023-01-24T08:42:03.368Z,58.7763,-153.1704,62.9,3.1,ml,,,,0.46,ak,ak02313twszm,2023-01-24T14:13:44.040Z,"Kodiak Island region, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-01-24T08:38:00.450Z,17.927,-66.856,13.33,2.47,md,15,220,0.05267,0.12,pr,pr71394208,2023-01-24T09:32:56.300Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.7,0.42,0.178132233873339,10,reviewed,pr,pr
2023-01-24T07:57:24.240Z,19.0526676177979,-155.407165527344,34.7200012207031,2.63,ml,48,203,,0.150000006,hv,hv73311422,2023-01-24T14:09:16.040Z,"18 km E of Naalehu, Hawaii",earthquake,0.52,0.959999979,3.43,11,automatic,hv,hv
2023-01-24T06:30:01.309Z,60.8036,-144.8644,38.3,2.9,ml,,,,0.38,ak,ak02313snd2a,2023-01-24T06:57:05.040Z,"56 km ENE of Cordova, Alaska",earthquake,,0.9,,,automatic,ak,ak
2023-01-24T06:15:57.912Z,-22.1207,-175.4364,43.479,4.7,mb,36,148,0.971,0.46,us,us6000jiv5,2023-01-24T06:49:05.040Z,"100 km SSW of ‘Ohonua, Tonga",earthquake,10.54,8.569,0.062,80,reviewed,us,us
2023-01-24T05:52:23.253Z,37.2088,-97.8154,5,2.6,mb_lg,39,114,0.071,0.2,us,us6000jiv0,2023-01-24T17:15:02.676Z,"3 km ENE of Freeport, Kansas",earthquake,1.84,1.944,0.114,20,reviewed,us,us
2023-01-24T05:35:07.154Z,2.8173,126.9755,53.755,4.5,mb,30,119,2.069,0.65,us,us6000jiuy,2023-01-24T05:55:54.040Z,"166 km NW of Tobelo, Indonesia",earthquake,10.26,8.929,0.118,22,reviewed,us,us
2023-01-24T05:25:27.490Z,19.041166305542,-155.415832519531,31.3999996185303,2.81,ml,48,205,,0.150000006,hv,hv73311287,2023-01-24T05:48:52.040Z,"17 km E of Naalehu, Hawaii",earthquake,0.61,1.00999999,2.09,19,automatic,hv,hv
2023-01-24T05:21:03.127Z,60.2015,-150.9461,55.6,3,ml,,,,0.58,ak,ak02313s004b,2023-01-24T06:32:46.613Z,"23 km SE of Kasilof, Alaska",earthquake,,1,,,automatic,ak,ak
2023-01-24T05:17:25.870Z,19.3309993743896,-155.502502441406,2.83999991416931,2.56,ml,10,132,,0.100000001,hv,hv73311277,2023-01-24T05:23:03.740Z,"14 km N of Pāhala, Hawaii",earthquake,0.48,2.53999996,0.2,8,automatic,hv,hv
2023-01-24T05:14:11.952Z,2.657,126.8553,49.8,4.3,mb,27,120,1.941,0.52,us,us6000jiut,2023-01-24T05:36:32.040Z,"164 km NW of Tobelo, Indonesia",earthquake,9.92,7.365,0.133,17,reviewed,us,us
2023-01-24T05:04:39.347Z,2.873,126.9762,48.303,4.5,mb,38,117,2.123,0.4,us,us6000jiuq,2023-01-24T05:25:32.040Z,"170 km NW of Tobelo, Indonesia",earthquake,10.19,8.568,0.105,27,reviewed,us,us
2023-01-24T04:50:38.400Z,42.0325,-124.457,-0.43,2.65,ml,13,225,0.1296,0.16,uw,uw61894547,2023-01-25T00:32:21.040Z,"14 km W of Brookings, Oregon",earthquake,1.14,0.82,0.09432660396750037,10,reviewed,uw,uw
2023-01-24T04:13:59.124Z,2.7674,127.1561,35,4.5,mb,24,123,1.993,0.57,us,us6000jiui,2023-01-24T23:36:14.040Z,"149 km NW of Tobelo, Indonesia",earthquake,11.11,1.939,0.131,17,reviewed,us,us
2023-01-24T04:05:37.756Z,-20.6561,-177.6509,382.398,4.4,mb,45,77,2.344,0.77,us,us6000jiuj,2023-01-24T23:47:55.040Z,"259 km WNW of Haveluloto, Tonga",earthquake,8.03,6.013,0.067,65,reviewed,us,us
2023-01-24T04:02:54.571Z,2.8152,127.0691,35,4.9,mb,37,110,2.051,0.64,us,us6000jiud,2023-01-24T23:19:32.040Z,"Molucca Sea",earthquake,10.07,1.93,0.082,46,reviewed,us,us
2023-01-24T03:38:37.033Z,2.9666,127.1382,35,4.5,mb,23,185,2.192,0.88,us,us6000jiua,2023-01-24T23:12:36.040Z,"167 km NW of Tobelo, Indonesia",earthquake,5.42,1.964,0.14,15,reviewed,us,us
2023-01-24T02:53:31.197Z,2.9174,127.1702,35,4.6,mb,33,127,2.14,0.72,us,us6000jiu4,2023-01-24T22:57:21.040Z,"161 km NW of Tobelo, Indonesia",earthquake,11.19,1.94,0.105,27,reviewed,us,us
2023-01-24T02:30:04.742Z,2.949,127.1119,35,5.4,mb,103,60,2.178,0.69,us,us6000jitx,2023-01-25T02:33:34.240Z,"167 km NW of Tobelo, Indonesia",earthquake,8.45,1.829,0.045,168,reviewed,us,us
2023-01-24T02:25:23.600Z,2.8291,126.8647,35,4.7,mb,27,124,2.104,0.6,us,us6000jitw,2023-01-24T21:23:10.040Z,"176 km NW of Tobelo, Indonesia",earthquake,11.36,1.936,0.126,19,reviewed,us,us
2023-01-24T02:19:41.540Z,42.03933333333333,-124.39366666666666,6.47,2.65,ml,13,214,0.08348,0.05,uw,uw61894537,2023-01-24T16:26:17.007Z,"9 km W of Brookings, Oregon",earthquake,0.94,0.56,0.09335457392973501,10,reviewed,uw,uw
2023-01-24T02:13:14.944Z,2.8162,126.9434,35,5.8,mww,115,31,2.074,0.5,us,us6000jitq,2023-01-25T02:16:47.539Z,"168 km NW of Tobelo, Indonesia",earthquake,6.98,1.809,0.058,29,reviewed,us,us
2023-01-24T02:11:36.862Z,45.8392,143.2519,332.997,4.1,mb,54,124,1.171,0.46,us,us6000jitp,2023-01-24T06:04:39.040Z,"95 km SSE of Korsakov, Russia",earthquake,10.01,7.416,0.046,130,reviewed,us,us
2023-01-24T01:10:21.142Z,2.7647,126.9115,19.977,5.1,mww,72,49,2.031,0.68,us,us6000jiti,2023-01-24T22:20:01.040Z,"Molucca Sea",earthquake,9.27,3.699,0.089,12,reviewed,us,us
2023-01-24T00:46:24.120Z,18.2983333333333,-65.7406666666667,127.66,3.36,md,14,161,0.08462,0.2,pr,pr71394148,2023-01-25T13:05:30.090Z,"5 km SSW of Ramos, Puerto Rico",earthquake,1.97,0.63,0.0465164991441411,15,reviewed,pr,pr
2023-01-23T23:16:46.215Z,43.3128,-127.2549,10,3,ml,44,247,2.372,0.56,us,us6000jit7,2023-01-24T12:23:21.808Z,"off the coast of Oregon",earthquake,9.29,2.019,0.04,84,reviewed,us,us
2023-01-23T22:55:19.763Z,-5.4748,104.3869,81.614,4.5,mb,36,155,1.805,0.82,us,us6000jit5,2023-01-23T23:09:44.040Z,"90 km SW of Kotabumi, Indonesia",earthquake,9.59,3.283,0.102,28,reviewed,us,us
2023-01-23T22:35:21.368Z,-30.5569,-71.8736,26.391,3.9,mwr,27,181,0.236,0.59,us,us6000jisz,2023-01-23T22:46:37.040Z,"64 km W of Ovalle, Chile",earthquake,4.58,7.113,0.048,41,reviewed,us,us
2023-01-23T22:34:17.116Z,-22.6311,-66.3455,256.607,4.2,mb,18,98,1.722,0.56,us,us6000jisy,2023-01-23T22:53:26.040Z,"67 km W of Abra Pampa, Argentina",earthquake,10.65,9.585,0.372,2,reviewed,us,us
2023-01-23T22:21:20.501Z,-18.3802,-177.8302,567.066,4.4,mb,48,46,3.59,0.79,us,us6000jit2,2023-01-23T23:21:21.040Z,"Fiji region",earthquake,13.02,8.218,0.093,33,reviewed,us,us
2023-01-23T21:44:38.261Z,69.5383,-144.7274,1.9,4,ml,,,,0.46,ak,ak02312e4ly8,2023-01-23T23:13:07.040Z,"78 km SSW of Kaktovik, Alaska",earthquake,,4.7,,,reviewed,ak,ak
2023-01-23T20:12:38.040Z,20.2938333333333,-156.610833333333,4.54,2.51,md,47,167,,0.26,hv,hv73311012,2023-01-23T21:50:44.138Z,"43 km SSW of Mākena, Hawaii",earthquake,0.53,0.98,0.0851072118562453,15,reviewed,hv,hv
2023-01-23T18:17:34.538Z,2.8806,127.0996,11.958,5.5,mb,81,110,2.112,1.05,us,us6000jirz,2023-01-24T18:21:18.429Z,"162 km NW of Tobelo, Indonesia",earthquake,7.05,4.364,0.053,123,reviewed,us,us
2023-01-23T17:46:06.530Z,19.0354995727539,-155.412673950195,32.3800010681152,2.57,ml,41,208,,0.180000007,hv,hv73310947,2023-01-23T20:57:07.040Z,"17 km ESE of Naalehu, Hawaii",earthquake,0.76,1.44000006,0.47,5,automatic,hv,hv
2023-01-23T17:08:36.370Z,18.8481666666667,-64.6288333333333,11.03,3.18,md,6,308,0.5315,0.2,pr,pr71394133,2023-01-23T20:05:43.040Z,"Virgin Islands",earthquake,1.62,2.76,0.0212999345327467,5,reviewed,pr,pr
2023-01-23T17:06:49.034Z,2.7517,126.938,35.081,5,mb,52,95,2.013,0.8,us,us7000j6e6,2023-01-23T17:42:23.040Z,"Molucca Sea",earthquake,12.13,7.042,0.077,53,reviewed,us,us
2023-01-23T15:38:36.453Z,2.7595,127.0544,49.772,4.6,mb,70,122,1.999,0.81,us,us7000j6cn,2023-01-23T17:13:38.040Z,"155 km NW of Tobelo, Indonesia",earthquake,9.71,6.68,0.071,60,reviewed,us,us
2023-01-23T14:57:33.246Z,-5.512,147.1636,199.263,4.6,mb,29,121,3.868,0.97,us,us7000j6ci,2023-01-23T15:45:01.040Z,"135 km N of Lae, Papua New Guinea",earthquake,11.87,9.002,0.114,23,reviewed,us,us
2023-01-23T14:09:00.247Z,2.9642,127.0078,57.251,4.5,mb,37,84,2.207,0.52,us,us7000j6cd,2023-01-23T15:37:17.040Z,"176 km NW of Tobelo, Indonesia",earthquake,6.32,7.434,0.099,30,reviewed,us,us
2023-01-23T14:01:53.532Z,3.0087,127.0747,35,4.7,mb,78,109,2.241,0.62,us,us7000j6cb,2023-01-23T15:24:28.040Z,"Pulau-Pulau Talaud, Indonesia",earthquake,8.23,1.874,0.072,59,reviewed,us,us
2023-01-23T13:58:02.950Z,37.1093333,-121.5168333,5.65,3.62,ml,105,31,0.05538,0.1,nc,nc73836266,2023-01-25T10:48:06.270Z,"9km ENE of San Martin, CA",earthquake,0.1,0.35,0.149,160,reviewed,nc,nc
2023-01-23T13:42:03.274Z,24.8127,93.0266,10,5.1,mb,84,47,5.465,0.72,us,us7000j6c8,2023-01-24T01:26:04.791Z,"2 km NE of Lakhipur, India",earthquake,7.8,1.837,0.046,156,reviewed,us,us
2023-01-23T13:29:36.260Z,-6.9082,126.6054,452.334,4.4,mb,24,118,3.654,0.52,us,us7000j6c7,2023-01-23T14:54:05.040Z,"Banda Sea",earthquake,14.29,9.942,0.154,12,reviewed,us,us
2023-01-23T12:01:32.370Z,18.857,-65.001,14.35,3,md,5,288,0.5037,0.25,pr,pr71394128,2023-01-23T12:52:09.740Z,"57 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.68,2.79,0.0561726225232628,3,reviewed,pr,pr
2023-01-23T10:37:52.930Z,35.0331,14.1929,10,5.1,mww,101,46,5.117,1.15,us,us7000j6bz,2023-01-24T21:04:27.493Z,"92 km SSW of Qrendi, Malta",earthquake,2.44,1.834,0.045,48,reviewed,us,us
2023-01-23T10:37:46.658Z,-23.3485,-179.5499,565.089,4.6,mb,32,99,4.572,0.74,us,us7000j6by,2023-01-23T11:36:38.040Z,"south of the Fiji Islands",earthquake,10.06,15.459,0.107,26,reviewed,us,us
2023-01-23T10:08:01.471Z,63.1496,-150.8705,132.5,3,ml,,,,0.35,ak,ak023127d17g,2023-01-24T09:55:28.040Z,"61 km SE of Denali National Park, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-01-23T08:10:37.610Z,57.7218,-153.1781,52.7,3,ml,,,,0.43,ak,ak0231266o9d,2023-01-23T14:52:54.040Z,"23 km SW of Port Lions, Alaska",earthquake,,1.3,,,automatic,ak,ak
2023-01-23T08:09:04.269Z,-23.0448,171.6843,10,4.9,mb,48,57,3.933,0.46,us,us7000j6bp,2023-01-23T08:34:56.040Z,"southeast of the Loyalty Islands",earthquake,6.48,1.892,0.089,40,reviewed,us,us
2023-01-23T07:54:58.660Z,18.007,-67.1566,7,3.52,md,18,213,0.047,0.12,pr,pr2023023004,2023-01-23T12:24:37.886Z,"Puerto Rico",earthquake,0.78,0.28,0.11,15,reviewed,pr,pr
2023-01-23T06:39:54.770Z,19.2256,-65.8093,122,3.91,md,16,265,0.9567,0.58,pr,pr2023023003,2023-01-23T10:21:42.040Z,"88 km N of Suárez, Puerto Rico",earthquake,6.74,6.46,0.06,8,reviewed,pr,pr
2023-01-23T06:37:03.770Z,19.5396,-65.7353,107,3.93,md,11,281,1.3126,0.45,pr,pr2023023001,2023-01-23T07:31:20.294Z,"123 km N of Suárez, Puerto Rico",earthquake,7.11,10.55,0.05,6,reviewed,pr,pr
2023-01-23T05:37:42.960Z,19.4815,-65.78,82,3.95,md,15,279,1.2111,0.53,pr,pr2023023002,2023-01-23T16:32:01.892Z,"Puerto Rico region",earthquake,6.11,11.74,0.02,5,reviewed,pr,pr
2023-01-23T04:35:06.251Z,24.1828,125.3303,28.301,4.2,mwr,49,97,2.134,0.63,us,us7000j6b4,2023-01-23T04:55:29.040Z,"68 km S of Hirara, Japan",earthquake,4.41,4.993,0.062,25,reviewed,us,us
2023-01-23T03:05:19.620Z,17.8768,-66.8725,11,3.6,md,19,229,0.0985,0.15,pr,pr2023023000,2023-01-23T03:52:54.771Z,"Puerto Rico region",earthquake,0.77,0.56,0.19,18,reviewed,pr,pr
2023-01-23T03:02:03.289Z,-57.6946,-23.6704,10,5.1,mb,63,85,7.956,0.75,us,us7000j6aw,2023-01-23T03:21:59.040Z,"South Sandwich Islands region",earthquake,11.18,1.875,0.064,79,reviewed,us,us
2023-01-23T02:59:43.370Z,23.5127,142.916,40.884,5.2,mb,86,100,9.949,1.28,us,us7000j6at,2023-01-23T03:18:48.040Z,"Volcano Islands, Japan region",earthquake,5.3,6.673,0.046,154,reviewed,us,us
2023-01-23T02:44:36.190Z,57.4307,-154.9686,51.1,2.9,ml,,,,0.24,ak,ak023122tcv7,2023-01-23T03:05:49.040Z,"34 km WSW of Karluk, Alaska",earthquake,,1.6,,,automatic,ak,ak
2023-01-23T02:42:57.559Z,2.8162,127.2403,49.437,4.6,mb,35,131,2.035,0.47,us,us7000j6aq,2023-01-23T02:58:18.040Z,"147 km NW of Tobelo, Indonesia",earthquake,8.11,6.21,0.116,22,reviewed,us,us
2023-01-23T01:44:27.400Z,40.4136667,-124.6001667,16.97,2.46,md,26,240,0.2098,0.13,nc,nc73836101,2023-01-24T14:49:12.562Z,"28km WNW of Petrolia, CA",earthquake,0.48,0.32,0.167,27,reviewed,nc,nc
2023-01-23T01:17:47.630Z,17.9555,-66.9856666666667,7.56,2.95,md,21,195,0.05743,0.13,pr,pr71394028,2023-01-23T01:47:54.170Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.42,0.21,0.248623618099368,9,reviewed,pr,pr
2023-01-22T23:13:08.480Z,17.9585,-66.9893333333333,8.18,2.57,md,5,201,0.05337,0.06,pr,pr71394018,2023-01-22T23:26:51.790Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.59,0.95,0.0346171608121923,4,reviewed,pr,pr
2023-01-22T22:49:23.265Z,6.6759,126.7806,121.003,4.7,mb,59,127,1.256,0.34,us,us7000j6ab,2023-01-23T04:22:47.040Z,"54 km SE of Lukatan, Philippines",earthquake,7.73,6.642,0.057,95,reviewed,us,us
2023-01-22T22:25:06.580Z,17.9575,-66.8778333333333,18.13,2.53,md,14,198,0.01751,0.12,pr,pr71394003,2023-01-22T22:48:30.490Z,"Puerto Rico",earthquake,0.4,0.35,0.189196332353396,7,reviewed,pr,pr
2023-01-22T22:15:26.093Z,-38.0325,176.3596,208.954,4.3,mb,24,69,0.742,0.76,us,us7000j6a6,2023-01-23T04:19:35.040Z,"15 km NE of Rotorua, New Zealand",earthquake,5.8,6.234,0.178,9,reviewed,us,us
2023-01-22T22:08:56.488Z,14.0872,-91.3552,69.093,4.6,mb,20,189,0.941,0.4,us,us7000j6a4,2023-01-23T04:15:52.040Z,"Guatemala",earthquake,7.79,11.07,0.244,5,reviewed,us,us
2023-01-22T22:08:27.516Z,38.5957,99.0242,11.667,4.1,mb,22,101,10.681,0.51,us,us7000j6a5,2023-01-23T04:14:09.040Z,"129 km WSW of Zhangye, China",earthquake,11.21,4.362,0.14,14,reviewed,us,us
2023-01-22T21:49:17.570Z,40.522,-124.4258333,17.94,2.87,md,27,233,0.08179,0.1,nc,nc73836031,2023-01-24T22:29:16.221Z,"15km WSW of Ferndale, CA",earthquake,0.61,0.31,0.168,44,reviewed,nc,nc
2023-01-22T21:22:37.585Z,36.5956,70.8713,213.86,4.4,mb,20,97,2.535,0.68,us,us7000j6a0,2023-01-23T03:55:53.040Z,"Hindu Kush region, Afghanistan",earthquake,8.08,10.76,0.311,3,reviewed,us,us
2023-01-22T20:46:08.005Z,13.019,-90.9649,10,4.4,mb,66,188,1.449,0.9,us,us7000j69y,2023-01-22T22:36:31.040Z,"101 km S of Puerto San José, Guatemala",earthquake,5.12,1.907,0.064,71,reviewed,us,us
2023-01-22T20:13:42.392Z,-7.1661,155.9732,117.158,5,mb,73,57,9.001,0.56,us,us7000j69w,2023-01-22T20:42:04.040Z,"108 km SSE of Panguna, Papua New Guinea",earthquake,11.58,6.682,0.066,72,reviewed,us,us
